"Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Url"
2018,"Werder Bremen","Bundesliga","team",25,34,34,437,144,33,12.85,4.24,0.08,0.24,18.1,22,0,0,38.9,38.9,0.09,-4.9,-4.9,"https://fbref.com/en/squads/62add3bf/2017-2018/Werder-Bremen-Stats"
2018,"Werder Bremen","Bundesliga","opponent",25,34,38,418,159,38,12.29,4.68,0.09,0.23,18.4,16,2,4,45.1,42.1,0.1,-7.1,-6.1,"https://fbref.com/en/squads/62add3bf/2017-2018/Werder-Bremen-Stats"
2018,"West Brom","Premier League","team",24,38,31,377,111,29.4,9.92,2.92,0.08,0.27,17.7,15,1,1,36.5,35.7,0.1,-5.5,-5.7,"https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats"
2018,"West Brom","Premier League","opponent",24,38,54,515,153,29.7,13.55,4.03,0.1,0.35,18.9,28,1,1,47.9,47.1,0.09,6.1,5.9,"https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats"
2018,"West Ham","Premier League","team",27,38,48,368,127,34.5,9.68,3.34,0.13,0.36,18.2,17,2,4,36.7,33.6,0.09,11.3,12.4,"https://fbref.com/en/squads/7c21e445/2017-2018/West-Ham-United-Stats"
2018,"West Ham","Premier League","opponent",27,38,67,557,181,32.5,14.66,4.76,0.11,0.34,18.9,19,5,6,55.1,50.7,0.09,11.9,11.3,"https://fbref.com/en/squads/7c21e445/2017-2018/West-Ham-United-Stats"
2018,"Wolfsburg","Bundesliga","team",29,34,36,347,113,32.6,10.21,3.32,0.1,0.31,19.7,23,1,6,34.2,29.7,0.09,1.8,5.3,"https://fbref.com/en/squads/4eaa11d7/2017-2018/Wolfsburg-Stats"
2018,"Wolfsburg","Bundesliga","opponent",29,34,46,454,144,31.7,13.35,4.24,0.09,0.28,18.3,25,6,9,52,45.2,0.1,-6,-5.2,"https://fbref.com/en/squads/4eaa11d7/2017-2018/Wolfsburg-Stats"
2019,"Alavés","La Liga","team",26,38,39,426,116,27.2,11.21,3.05,0.09,0.32,18.3,16,2,3,41.1,38.8,0.09,-2.1,-1.8,"https://fbref.com/en/squads/8d6fd021/2018-2019/Alaves-Stats"
2019,"Alavés","La Liga","opponent",26,38,48,496,161,32.5,13.05,4.24,0.08,0.26,17.6,26,6,6,53.2,48.6,0.1,-5.2,-6.6,"https://fbref.com/en/squads/8d6fd021/2018-2019/Alaves-Stats"
2019,"Amiens","Ligue 1","team",26,38,30,385,112,29.1,10.13,2.95,0.07,0.25,20,19,2,3,35.4,33,0.09,-5.4,-5,"https://fbref.com/en/squads/25622401/2018-2019/Amiens-Stats"
2019,"Amiens","Ligue 1","opponent",26,38,50,494,158,32,13,4.16,0.09,0.28,19.2,19,6,9,49.8,42.8,0.09,0.2,1.2,"https://fbref.com/en/squads/25622401/2018-2019/Amiens-Stats"
2019,"Angers","Ligue 1","team",24,38,42,442,144,32.6,11.63,3.79,0.08,0.26,18.8,19,5,10,50.7,42.8,0.1,-8.7,-5.8,"https://fbref.com/en/squads/69236f98/2018-2019/Angers-Stats"
2019,"Angers","Ligue 1","opponent",24,38,47,454,160,35.2,11.95,4.21,0.1,0.28,18.7,29,3,5,47.9,44,0.1,-0.9,0,"https://fbref.com/en/squads/69236f98/2018-2019/Angers-Stats"
2019,"Arsenal","Premier League","team",28,38,69,462,159,34.4,12.16,4.18,0.14,0.41,16.7,11,4,5,60.1,56,0.12,8.9,9,"https://fbref.com/en/squads/18bb7c10/2018-2019/Arsenal-Stats"
2019,"Arsenal","Premier League","opponent",28,38,50,492,175,35.6,12.95,4.61,0.09,0.25,18.4,18,7,7,54.2,48.8,0.1,-4.2,-5.8,"https://fbref.com/en/squads/18bb7c10/2018-2019/Arsenal-Stats"
2019,"Atalanta","Serie A","team",27,38,75,637,214,33.6,16.76,5.63,0.11,0.34,16.6,16,2,4,72.2,69,0.11,2.8,4,"https://fbref.com/en/squads/922493f3/2018-2019/Atalanta-Stats"
2019,"Atalanta","Serie A","opponent",27,38,43,408,129,31.6,10.74,3.39,0.1,0.3,18.6,16,4,5,41.1,37.2,0.09,1.9,1.8,"https://fbref.com/en/squads/922493f3/2018-2019/Atalanta-Stats"
2019,"Athletic Club","La Liga","team",27,38,39,380,132,34.7,10,3.47,0.09,0.26,17.1,6,5,7,43.4,37.8,0.1,-4.4,-3.8,"https://fbref.com/en/squads/2b390eca/2018-2019/Athletic-Club-Stats"
2019,"Athletic Club","La Liga","opponent",27,38,45,392,115,29.3,10.32,3.03,0.1,0.35,18.6,25,5,5,45.7,41.8,0.11,-0.7,-1.8,"https://fbref.com/en/squads/2b390eca/2018-2019/Athletic-Club-Stats"
2019,"Atlético Madrid","La Liga","team",29,38,53,440,155,35.2,11.58,4.08,0.11,0.32,18.3,21,3,4,47.3,44.1,0.1,5.7,5.9,"https://fbref.com/en/squads/db3b9613/2018-2019/Atletico-Madrid-Stats"
2019,"Atlético Madrid","La Liga","opponent",29,38,27,428,131,30.6,11.26,3.45,0.05,0.17,18.6,22,5,5,41.9,38.1,0.09,-14.9,-16.1,"https://fbref.com/en/squads/db3b9613/2018-2019/Atletico-Madrid-Stats"
2019,"Augsburg","Bundesliga","team",30,34,50,450,156,34.7,13.24,4.59,0.1,0.29,18.7,19,5,5,45.3,41.8,0.09,4.7,3.2,"https://fbref.com/en/squads/0cdc4311/2018-2019/Augsburg-Stats"
2019,"Augsburg","Bundesliga","opponent",30,34,69,518,188,36.3,15.24,5.53,0.13,0.36,16.7,20,1,2,61.1,59.5,0.12,7.9,8.5,"https://fbref.com/en/squads/0cdc4311/2018-2019/Augsburg-Stats"
2019,"Barcelona","La Liga","team",30,38,88,551,242,43.9,14.5,6.37,0.15,0.33,18,50,8,9,75.8,68.7,0.13,12.2,11.3,"https://fbref.com/en/squads/206d90db/2018-2019/Barcelona-Stats"
2019,"Barcelona","La Liga","opponent",30,38,35,410,128,31.2,10.79,3.37,0.08,0.26,17.4,17,2,2,45.3,43.7,0.11,-10.3,-10.7,"https://fbref.com/en/squads/206d90db/2018-2019/Barcelona-Stats"
2019,"Bayern Munich","Bundesliga","team",24,34,86,633,252,39.8,18.62,7.41,0.13,0.33,16.1,28,3,4,85.6,82.4,0.13,0.4,0.6,"https://fbref.com/en/squads/054efa67/2018-2019/Bayern-Munich-Stats"
2019,"Bayern Munich","Bundesliga","opponent",24,34,31,252,74,29.4,7.41,2.18,0.1,0.35,19.7,7,5,6,27.2,22.6,0.09,3.8,3.4,"https://fbref.com/en/squads/054efa67/2018-2019/Bayern-Munich-Stats"
2019,"Betis","La Liga","team",25,38,43,436,156,35.8,11.47,4.11,0.09,0.24,18.6,31,5,7,47.1,41.5,0.1,-4.1,-3.5,"https://fbref.com/en/squads/fc536746/2018-2019/Real-Betis-Stats"
2019,"Betis","La Liga","opponent",25,38,52,422,150,35.5,11.11,3.95,0.11,0.32,18.2,26,4,5,49.4,45.5,0.11,2.6,2.5,"https://fbref.com/en/squads/fc536746/2018-2019/Real-Betis-Stats"
2019,"Bologna","Serie A","team",29,38,45,495,158,31.9,13.03,4.16,0.08,0.25,18.7,25,5,5,46.8,42.9,0.09,-1.8,-2.9,"https://fbref.com/en/squads/1d8099f8/2018-2019/Bologna-Stats"
2019,"Bologna","Serie A","opponent",29,38,55,533,169,31.7,14.03,4.45,0.1,0.3,19,10,4,4,49,45.9,0.09,6,5.1,"https://fbref.com/en/squads/1d8099f8/2018-2019/Bologna-Stats"
2019,"Bordeaux","Ligue 1","team",33,38,34,421,131,31.1,11.08,3.45,0.07,0.22,20.2,22,5,6,39.7,35,0.09,-5.7,-6,"https://fbref.com/en/squads/123f3efe/2018-2019/Bordeaux-Stats"
2019,"Bordeaux","Ligue 1","opponent",33,38,42,492,146,29.7,12.95,3.84,0.07,0.25,18.9,19,6,7,53.5,48.1,0.1,-11.5,-12.1,"https://fbref.com/en/squads/123f3efe/2018-2019/Bordeaux-Stats"
2019,"Bournemouth","Premier League","team",28,38,55,437,153,35,11.5,4.03,0.11,0.31,17.4,16,7,9,53.3,46.2,0.11,1.7,1.8,"https://fbref.com/en/squads/4ba7cbea/2018-2019/Bournemouth-Stats"
2019,"Bournemouth","Premier League","opponent",28,38,67,516,168,32.6,13.58,4.42,0.12,0.37,17.9,18,5,5,57.2,53.2,0.11,9.8,8.8,"https://fbref.com/en/squads/4ba7cbea/2018-2019/Bournemouth-Stats"
2019,"Brighton","Premier League","team",21,38,35,364,99,27.2,9.58,2.61,0.08,0.3,17.9,12,5,6,35.3,30.7,0.09,-0.3,-0.7,"https://fbref.com/en/squads/d07537b9/2018-2019/Brighton-and-Hove-Albion-Stats"
2019,"Brighton","Premier League","opponent",21,38,60,573,160,27.9,15.08,4.21,0.09,0.31,18.1,27,10,10,59.1,51.4,0.09,0.9,-1.4,"https://fbref.com/en/squads/d07537b9/2018-2019/Brighton-and-Hove-Albion-Stats"
2019,"Burnley","Premier League","team",23,38,43,358,112,31.3,9.42,2.95,0.11,0.37,15.8,14,2,2,44.4,42.8,0.12,-1.4,-1.8,"https://fbref.com/en/squads/943e8050/2018-2019/Burnley-Stats"
2019,"Burnley","Premier League","opponent",23,38,64,650,196,30.2,17.11,5.16,0.1,0.32,17.9,13,2,3,62.1,59.7,0.09,1.9,2.3,"https://fbref.com/en/squads/943e8050/2018-2019/Burnley-Stats"
2019,"Caen","Ligue 1","team",26,38,29,331,90,27.2,8.71,2.37,0.08,0.28,20.5,17,4,4,31,27.9,0.09,-2,-2.9,"https://fbref.com/en/squads/74229020/2018-2019/Caen-Stats"
2019,"Caen","Ligue 1","opponent",26,38,52,537,185,34.5,14.13,4.87,0.09,0.25,18.7,36,6,8,63.8,57.6,0.11,-11.8,-11.6,"https://fbref.com/en/squads/74229020/2018-2019/Caen-Stats"
2019,"Cagliari","Serie A","team",30,38,35,433,124,28.6,11.39,3.26,0.08,0.27,17.9,13,2,3,42.1,39.7,0.09,-7.1,-6.7,"https://fbref.com/en/squads/c4260e09/2018-2019/Cagliari-Stats"
2019,"Cagliari","Serie A","opponent",30,38,52,584,195,33.4,15.37,5.13,0.08,0.23,17.4,19,8,10,62.1,55.1,0.1,-10.1,-11.1,"https://fbref.com/en/squads/c4260e09/2018-2019/Cagliari-Stats"
2019,"Cardiff City","Premier League","team",25,38,33,413,113,27.4,10.87,2.97,0.07,0.27,17.7,13,3,4,42.4,39.2,0.1,-9.4,-9.2,"https://fbref.com/en/squads/75fae011/2018-2019/Cardiff-City-Stats"
2019,"Cardiff City","Premier League","opponent",25,38,69,564,200,35.5,14.84,5.26,0.12,0.33,17.8,22,4,7,61.5,56,0.1,7.5,9,"https://fbref.com/en/squads/75fae011/2018-2019/Cardiff-City-Stats"
2019,"Celta Vigo","La Liga","team",28,38,52,445,152,34.2,11.71,4,0.1,0.3,18,22,7,7,46.5,41.2,0.09,5.5,3.8,"https://fbref.com/en/squads/f25da7fb/2018-2019/Celta-Vigo-Stats"
2019,"Celta Vigo","La Liga","opponent",28,38,61,473,161,34,12.45,4.24,0.12,0.34,18.1,15,6,7,60.9,55.4,0.12,0.1,-0.4,"https://fbref.com/en/squads/f25da7fb/2018-2019/Celta-Vigo-Stats"
2019,"Chelsea","Premier League","team",24,38,61,602,192,31.9,15.84,5.05,0.09,0.29,17.8,30,5,5,58.6,54.6,0.09,2.4,1.4,"https://fbref.com/en/squads/cff3d9bb/2018-2019/Chelsea-Stats"
2019,"Chelsea","Premier League","opponent",24,38,39,347,122,35.2,9.13,3.21,0.11,0.31,17.5,9,1,2,36.4,34.7,0.1,2.6,3.3,"https://fbref.com/en/squads/cff3d9bb/2018-2019/Chelsea-Stats"
2019,"Chievo","Serie A","team",36,38,25,385,110,28.6,10.13,2.89,0.05,0.19,19.6,14,4,6,36,31.7,0.09,-11,-10.7,"https://fbref.com/en/squads/cc919b35/2018-2019/Chievo-Stats"
2019,"Chievo","Serie A","opponent",36,38,73,594,207,34.8,15.63,5.45,0.12,0.34,18.1,26,2,4,60.3,57.1,0.1,12.7,13.9,"https://fbref.com/en/squads/cc919b35/2018-2019/Chievo-Stats"
2019,"Crystal Palace","Premier League","team",26,38,48,482,135,28,12.68,3.55,0.08,0.28,18.4,16,10,11,47.6,39.2,0.08,0.4,-1.2,"https://fbref.com/en/squads/47c64c55/2018-2019/Crystal-Palace-Stats"
2019,"Crystal Palace","Premier League","opponent",26,38,52,520,158,30.4,13.68,4.16,0.09,0.3,18.2,20,4,5,50.1,46.6,0.09,1.9,1.4,"https://fbref.com/en/squads/47c64c55/2018-2019/Crystal-Palace-Stats"
2019,"Dijon","Ligue 1","team",26,38,29,451,138,30.6,11.87,3.63,0.06,0.19,19.9,25,3,4,39.8,36.6,0.08,-10.8,-10.6,"https://fbref.com/en/squads/8dfb7350/2018-2019/Dijon-Stats"
2019,"Dijon","Ligue 1","opponent",26,38,59,541,168,31.1,14.24,4.42,0.1,0.33,19,39,3,3,58.2,55.9,0.11,0.8,0.1,"https://fbref.com/en/squads/8dfb7350/2018-2019/Dijon-Stats"
2019,"Dortmund","Bundesliga","team",23,34,80,444,176,39.6,13.06,5.18,0.17,0.43,16.9,17,4,4,61.5,58.4,0.14,18.5,17.6,"https://fbref.com/en/squads/add600ae/2018-2019/Dortmund-Stats"
2019,"Dortmund","Bundesliga","opponent",23,34,44,345,130,37.7,10.15,3.82,0.12,0.31,17.2,10,4,5,39.9,36,0.11,4.1,4,"https://fbref.com/en/squads/add600ae/2018-2019/Dortmund-Stats"
2019,"Düsseldorf","Bundesliga","team",24,34,48,410,153,37.3,12.06,4.5,0.1,0.28,18.4,15,5,7,47.1,41.6,0.1,0.9,1.4,"https://fbref.com/en/squads/b1278397/2018-2019/Dusseldorf-Stats"
2019,"Düsseldorf","Bundesliga","opponent",24,34,65,485,172,35.5,14.26,5.06,0.12,0.34,18,19,7,7,62.4,57,0.12,2.6,1,"https://fbref.com/en/squads/b1278397/2018-2019/Dusseldorf-Stats"
