"Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Mins_Per_90","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Url"
2022,"Cagliari","Serie A","team",33,38,11503,15761,73,221202,88862,4745,5714,83,4799,5957,80.6,1656,3147,52.6,26,29.6,27.6,-3.6,317,853,226,93,1088,"https://fbref.com/en/squads/c4260e09/2021-2022/Cagliari-Stats"
2022,"Cagliari","Serie A","opponent",33,38,15763,19924,79.1,276729,102189,7231,8273,87.4,6483,7634,84.9,1621,2904,55.8,41,43.6,39.8,-2.6,396,1173,382,88,1597,"https://fbref.com/en/squads/c4260e09/2021-2022/Cagliari-Stats"
2022,"Celta Vigo","La Liga","team",25,38,16007,20591,77.7,286771,95793,6936,7982,86.9,6579,7795,84.4,1837,3366,54.6,29,28.8,31.6,0.2,286,1105,285,84,1447,"https://fbref.com/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats"
2022,"Celta Vigo","La Liga","opponent",25,38,12362,16708,74,227784,91488,5369,6407,83.8,4961,6088,81.5,1613,3048,52.9,29,28.7,27.2,0.3,293,989,257,80,1251,"https://fbref.com/en/squads/f25da7fb/2021-2022/Celta-Vigo-Stats"
2022,"Chelsea","Premier League","team",26,38,21190,24888,85.1,342325,113085,10628,11617,91.5,8318,9322,89.2,1524,2514,60.6,52,44.9,42.6,7.1,439,1614,437,66,1967,"https://fbref.com/en/squads/cff3d9bb/2021-2022/Chelsea-Stats"
2022,"Chelsea","Premier League","opponent",26,38,11678,15424,75.7,201519,77479,5484,6336,86.6,4597,5508,83.5,1187,2493,47.6,20,21.7,21,-1.7,232,830,209,60,1004,"https://fbref.com/en/squads/cff3d9bb/2021-2022/Chelsea-Stats"
2022,"Clermont Foot","Ligue 1","team",28,38,15713,19560,80.3,268742,97045,7638,8645,88.4,5961,6974,85.5,1598,2805,57,25,32.6,33.1,-7.6,326,1066,263,102,1370,"https://fbref.com/en/squads/d9676424/2021-2022/Clermont-Foot-Stats"
2022,"Clermont Foot","Ligue 1","opponent",28,38,15954,19625,81.3,290194,98961,6705,7602,88.2,7105,8113,87.6,1717,2922,58.8,44,38.6,36.6,5.4,348,1182,265,76,1448,"https://fbref.com/en/squads/d9676424/2021-2022/Clermont-Foot-Stats"
2022,"Crystal Palace","Premier League","team",24,38,14983,19081,78.5,265538,92523,6553,7495,87.4,6521,7610,85.7,1467,2871,51.1,31,31,30.2,0,305,990,270,75,1229,"https://fbref.com/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats"
2022,"Crystal Palace","Premier League","opponent",24,38,14264,18471,77.2,250760,90242,6523,7559,86.3,5776,6884,83.9,1503,2862,52.5,30,28.3,29.8,1.7,304,1193,287,74,1402,"https://fbref.com/en/squads/47c64c55/2021-2022/Crystal-Palace-Stats"
2022,"Cádiz","La Liga","team",33,38,10136,14415,70.3,195586,77863,4254,5031,84.6,3979,5054,78.7,1552,3292,47.1,21,24.6,28.9,-3.6,277,829,233,120,1080,"https://fbref.com/en/squads/ee7c297c/2021-2022/Cadiz-Stats"
2022,"Cádiz","La Liga","opponent",33,38,16729,20783,80.5,292201,107898,7875,8901,88.5,6714,7838,85.7,1663,2923,56.9,31,30.4,35,0.6,357,1481,336,92,1805,"https://fbref.com/en/squads/ee7c297c/2021-2022/Cadiz-Stats"
2022,"Dortmund","Bundesliga","team",33,34,17410,21052,82.7,292376,101965,8010,8996,89,7168,8170,87.7,1495,2454,60.9,57,45,46,12,331,1091,301,48,1468,"https://fbref.com/en/squads/add600ae/2021-2022/Dortmund-Stats"
2022,"Dortmund","Bundesliga","opponent",33,34,10982,14551,75.5,202700,79392,4653,5455,85.3,4738,5649,83.9,1326,2589,51.2,32,31.5,33.3,0.5,258,788,230,62,1056,"https://fbref.com/en/squads/add600ae/2021-2022/Dortmund-Stats"
2022,"Eint Frankfurt","Bundesliga","team",27,34,12628,17023,74.2,229563,88663,5346,6380,83.8,5660,6861,82.5,1313,2783,47.2,33,32,33.1,1,331,908,223,78,1255,"https://fbref.com/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats"
2022,"Eint Frankfurt","Bundesliga","opponent",27,34,13117,17401,75.4,237467,94128,5571,6627,84.1,5620,6778,82.9,1513,2850,53.1,33,33.3,43.3,-0.3,319,891,299,86,1236,"https://fbref.com/en/squads/f0ac8ee6/2021-2022/Eintracht-Frankfurt-Stats"
2022,"Elche","La Liga","team",28,38,12948,16836,76.9,237191,93098,5745,6572,87.4,5080,6020,84.4,1676,3129,53.6,29,27.6,24.8,1.4,261,861,204,78,1102,"https://fbref.com/en/squads/6c8b07df/2021-2022/Elche-Stats"
2022,"Elche","La Liga","opponent",28,38,14329,18212,78.7,256254,92494,6340,7186,88.2,5813,6829,85.1,1633,2988,54.7,41,41.7,38.2,-0.7,372,1095,327,109,1477,"https://fbref.com/en/squads/6c8b07df/2021-2022/Elche-Stats"
2022,"Empoli","Serie A","team",28,38,12796,16700,76.6,227799,91038,5530,6362,86.9,5584,6695,83.4,1315,2560,51.4,27,28.9,25.8,-1.9,343,1013,337,72,1477,"https://fbref.com/en/squads/a3d88bd8/2021-2022/Empoli-Stats"
2022,"Empoli","Serie A","opponent",28,38,14955,18693,80,270778,103998,6818,7698,88.6,5689,6745,84.3,1970,3134,62.9,44,48.2,51.7,-4.2,523,1209,418,107,1678,"https://fbref.com/en/squads/a3d88bd8/2021-2022/Empoli-Stats"
2022,"Espanyol","La Liga","team",34,38,13360,16919,79,237866,88599,6031,6763,89.2,5391,6281,85.8,1475,2817,52.4,25,25.8,24.8,-0.8,300,993,212,59,1212,"https://fbref.com/en/squads/a8661628/2021-2022/Espanyol-Stats"
2022,"Espanyol","La Liga","opponent",34,38,15516,19314,80.3,275016,98608,7112,7983,89.1,6148,7212,85.2,1748,2957,59.1,39,36.7,43.5,2.3,367,1282,378,102,1705,"https://fbref.com/en/squads/a8661628/2021-2022/Espanyol-Stats"
2022,"Everton","Premier League","team",33,38,10366,14557,71.2,184813,76163,4889,5859,83.4,3844,4901,78.4,1215,2704,44.9,29,28.5,25.1,0.5,323,898,255,77,1100,"https://fbref.com/en/squads/d3fd31cc/2021-2022/Everton-Stats"
2022,"Everton","Premier League","opponent",33,38,18019,22270,80.9,314878,107051,8044,9158,87.8,7922,9036,87.7,1610,2872,56.1,46,41.8,36.2,4.2,372,1448,329,74,1799,"https://fbref.com/en/squads/d3fd31cc/2021-2022/Everton-Stats"
2022,"Fiorentina","Serie A","team",28,38,17418,20910,83.3,337614,110293,6638,7448,89.1,8158,9133,89.3,2366,3482,67.9,33,39.2,41.6,-6.2,386,1211,346,105,1584,"https://fbref.com/en/squads/421387cf/2021-2022/Fiorentina-Stats"
2022,"Fiorentina","Serie A","opponent",28,38,11993,15395,77.9,211718,82263,5399,6137,88,4923,5761,85.5,1264,2443,51.7,33,30.3,22.6,2.7,261,714,198,53,979,"https://fbref.com/en/squads/421387cf/2021-2022/Fiorentina-Stats"
2022,"Freiburg","Bundesliga","team",26,34,11641,15652,74.4,219063,88322,4842,5855,82.7,4953,5947,83.3,1504,2875,52.3,37,34.5,39.9,2.5,333,919,293,73,1229,"https://fbref.com/en/squads/a486e511/2021-2022/Freiburg-Stats"
2022,"Freiburg","Bundesliga","opponent",26,34,12623,16596,76.1,232846,88648,5266,6303,83.5,5575,6687,83.4,1462,2745,53.3,35,33.2,39.8,1.8,363,947,281,77,1123,"https://fbref.com/en/squads/a486e511/2021-2022/Freiburg-Stats"
2022,"Genoa","Serie A","team",40,38,11185,15587,71.8,198763,81665,5123,6155,83.2,4390,5629,78,1298,2719,47.7,19,26.3,25.5,-7.3,281,829,211,74,1101,"https://fbref.com/en/squads/658bf2de/2021-2022/Genoa-Stats"
2022,"Genoa","Serie A","opponent",40,38,15866,20272,78.3,290094,105055,6924,8090,85.6,6679,7878,84.8,1900,3139,60.5,35,38.7,38.3,-3.7,388,1165,338,79,1572,"https://fbref.com/en/squads/658bf2de/2021-2022/Genoa-Stats"
2022,"Getafe","La Liga","team",31,38,10278,14607,70.4,196813,82509,4550,5489,82.9,3938,5092,77.3,1516,3176,47.7,26,19.4,19.7,6.6,288,808,166,73,917,"https://fbref.com/en/squads/7848bd64/2021-2022/Getafe-Stats"
2022,"Getafe","La Liga","opponent",31,38,16725,21156,79.1,307501,104030,7102,8082,87.9,6938,8090,85.8,2111,3622,58.3,30,27.4,29.1,2.6,299,1096,270,78,1521,"https://fbref.com/en/squads/7848bd64/2021-2022/Getafe-Stats"
2022,"Gladbach","Bundesliga","team",26,34,14537,17978,80.9,251602,93864,6542,7467,87.6,6272,7138,87.9,1318,2354,56,38,37.8,39.2,0.2,357,920,250,46,1291,"https://fbref.com/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats"
2022,"Gladbach","Bundesliga","opponent",26,34,11762,15346,76.6,212087,82572,5109,5971,85.6,4993,5889,84.8,1327,2489,53.3,46,39.4,38.7,6.6,333,826,240,70,1193,"https://fbref.com/en/squads/32f3ee20/2021-2022/Monchengladbach-Stats"
2022,"Granada","La Liga","team",32,38,10582,14889,71.1,199289,81817,4550,5400,84.3,4234,5295,80,1460,3218,45.4,28,26.7,25.9,1.3,306,840,205,82,1047,"https://fbref.com/en/squads/a0435291/2021-2022/Granada-Stats"
2022,"Granada","La Liga","opponent",32,38,14611,18856,77.5,263943,98808,6498,7472,87,5971,7050,84.7,1731,3199,54.1,46,44.6,41.8,1.4,426,1217,347,111,1611,"https://fbref.com/en/squads/a0435291/2021-2022/Granada-Stats"
2022,"Greuther Fürth","Bundesliga","team",29,34,10180,13971,72.9,187432,77521,4297,5107,84.1,4428,5407,81.9,1187,2565,46.3,15,18.8,19.8,-3.8,208,737,150,43,976,"https://fbref.com/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats"
2022,"Greuther Fürth","Bundesliga","opponent",29,34,14382,18256,78.8,265804,102041,5927,6936,85.5,6346,7396,85.8,1721,2866,60,56,42.4,47.9,13.6,380,1106,350,104,1501,"https://fbref.com/en/squads/12192a4c/2021-2022/Greuther-Furth-Stats"
2022,"Hellas Verona","Serie A","team",31,38,13047,17398,75,226861,89360,6087,7199,84.6,5057,6178,81.9,1410,2728,51.7,44,34.1,32,9.9,333,1046,350,71,1587,"https://fbref.com/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats"
2022,"Hellas Verona","Serie A","opponent",31,38,12510,17056,73.3,224821,92542,5616,6705,83.8,4959,6187,80.2,1503,3030,49.6,38,35.5,28.6,2.5,350,983,282,94,1159,"https://fbref.com/en/squads/0e72edf2/2021-2022/Hellas-Verona-Stats"
2022,"Hertha BSC","Bundesliga","team",36,34,10314,14077,73.3,185733,76968,4615,5523,83.6,4151,5105,81.3,1226,2478,49.5,23,25,26.4,-2,271,650,181,56,975,"https://fbref.com/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats"
2022,"Hertha BSC","Bundesliga","opponent",36,34,14462,18324,78.9,262084,95707,6143,7079,86.8,6311,7321,86.2,1610,2821,57.1,44,36.9,47.7,7.1,332,1130,310,85,1500,"https://fbref.com/en/squads/2818f8bc/2021-2022/Hertha-BSC-Stats"
2022,"Hoffenheim","Bundesliga","team",32,34,14323,18141,79,256560,98199,6165,7101,86.8,6198,7189,86.2,1564,2758,56.7,42,46.8,53.2,-4.8,336,1046,343,112,1474,"https://fbref.com/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats"
2022,"Hoffenheim","Bundesliga","opponent",32,34,12393,16045,77.2,227336,89547,5166,5945,86.9,5365,6337,84.7,1458,2643,55.2,46,40.4,35.9,5.6,310,830,225,69,1073,"https://fbref.com/en/squads/033ea6b8/2021-2022/Hoffenheim-Stats"
2022,"Inter","Serie A","team",27,38,18367,21832,84.1,329949,112120,8090,8994,89.9,7784,8750,89,2046,3033,67.5,57,57.3,53.4,-0.3,503,1453,451,128,1778,"https://fbref.com/en/squads/d609edc0/2021-2022/Internazionale-Stats"
2022,"Inter","Serie A","opponent",27,38,13450,16669,80.7,238181,85007,6154,6960,88.4,5370,6191,86.7,1535,2614,58.7,19,25.5,23.9,-6.5,298,856,227,63,1095,"https://fbref.com/en/squads/d609edc0/2021-2022/Internazionale-Stats"
2022,"Juventus","Serie A","team",32,38,16459,19835,83,307159,106118,6680,7513,88.9,7417,8335,89,2015,3048,66.1,37,36.3,33.7,0.7,388,1266,305,79,1464,"https://fbref.com/en/squads/e0652b02/2021-2022/Juventus-Stats"
2022,"Juventus","Serie A","opponent",32,38,15048,18611,80.9,259034,89304,7164,8073,88.7,5986,6954,86.1,1453,2545,57.1,21,24.3,26.4,-3.3,337,1213,288,81,1471,"https://fbref.com/en/squads/e0652b02/2021-2022/Juventus-Stats"
2022,"Köln","Bundesliga","team",26,34,12636,16910,74.7,245192,96608,4661,5646,82.6,5989,7240,82.7,1722,3053,56.4,40,38.6,42.3,1.4,355,921,319,125,1406,"https://fbref.com/en/squads/bc357bf7/2021-2022/Koln-Stats"
2022,"Köln","Bundesliga","opponent",26,34,10051,14126,71.2,186990,83646,4315,5284,81.7,3964,5009,79.1,1394,2751,50.7,38,39.2,38.5,-1.2,305,768,222,60,1085,"https://fbref.com/en/squads/bc357bf7/2021-2022/Koln-Stats"
2022,"Lazio","Serie A","team",27,38,19632,23041,85.2,320293,109239,9872,10871,90.8,7249,8150,88.9,1711,2620,65.3,48,38.8,34.4,9.2,346,1398,309,53,1527,"https://fbref.com/en/squads/7213da33/2021-2022/Lazio-Stats"
2022,"Lazio","Serie A","opponent",27,38,15276,18668,81.8,278250,92944,6571,7369,89.2,6643,7517,88.4,1698,2822,60.2,40,34.3,30.1,5.7,347,954,308,88,1293,"https://fbref.com/en/squads/7213da33/2021-2022/Lazio-Stats"
2022,"Leeds United","Premier League","team",29,38,13989,18288,76.5,242664,89161,6271,7285,86.1,5921,7050,84,1325,2754,48.1,26,31.3,25.1,-5.3,347,995,272,53,1483,"https://fbref.com/en/squads/5bfb9659/2021-2022/Leeds-United-Stats"
2022,"Leeds United","Premier League","opponent",29,38,13019,17052,76.3,231597,94507,5810,6807,85.4,5455,6544,83.4,1383,2657,52.1,59,48.5,38,10.5,436,1003,309,58,1359,"https://fbref.com/en/squads/5bfb9659/2021-2022/Leeds-United-Stats"
2022,"Leicester City","Premier League","team",28,38,16129,20137,80.1,269547,94214,7751,8789,88.2,6573,7579,86.7,1329,2581,51.5,46,34.2,26.9,11.8,312,1025,254,57,1356,"https://fbref.com/en/squads/a2d435b3/2021-2022/Leicester-City-Stats"
2022,"Leicester City","Premier League","opponent",28,38,14828,18823,78.8,262901,92485,6675,7635,87.4,6259,7300,85.7,1512,2798,54,36,39.8,38.1,-3.8,415,1210,342,77,1496,"https://fbref.com/en/squads/a2d435b3/2021-2022/Leicester-City-Stats"
2022,"Lens","Ligue 1","team",28,38,16573,20178,82.1,283832,99071,7613,8583,88.7,6900,7932,87,1477,2498,59.1,39,34.9,32.7,4.1,383,1263,281,70,1692,"https://fbref.com/en/squads/fd4e0f7d/2021-2022/Lens-Stats"
2022,"Lens","Ligue 1","opponent",28,38,15865,19558,81.1,277339,96470,7158,8048,88.9,6615,7570,87.4,1584,2855,55.5,31,28.8,30,2.2,300,1071,242,56,1332,"https://fbref.com/en/squads/fd4e0f7d/2021-2022/Lens-Stats"
2022,"Levante","La Liga","team",31,38,12584,16422,76.6,226757,88940,5742,6544,87.7,4982,5929,84,1501,2917,51.5,34,31.7,25.8,2.3,318,968,254,63,1343,"https://fbref.com/en/squads/9800b6a1/2021-2022/Levante-Stats"
2022,"Levante","La Liga","opponent",31,38,14699,18611,79,255582,93473,7006,7884,88.9,5539,6557,84.5,1615,3015,53.6,59,41.2,41.1,17.8,393,1056,300,69,1448,"https://fbref.com/en/squads/9800b6a1/2021-2022/Levante-Stats"
2022,"Leverkusen","Bundesliga","team",29,34,14735,18338,80.4,258289,94652,6448,7325,88,6309,7258,86.9,1474,2579,57.2,58,46.2,47.1,11.8,351,991,296,60,1341,"https://fbref.com/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats"
2022,"Leverkusen","Bundesliga","opponent",29,34,12236,15822,77.3,216996,87410,5495,6366,86.3,5111,6099,83.8,1283,2409,53.3,25,28.8,34.4,-3.8,336,964,259,64,1288,"https://fbref.com/en/squads/c7a9f859/2021-2022/Bayer-Leverkusen-Stats"
2022,"Lille","Ligue 1","team",26,38,15086,18926,79.7,265491,93760,6923,7842,88.3,5970,6972,85.6,1658,2862,57.9,29,33.7,35.3,-4.7,344,1124,266,61,1487,"https://fbref.com/en/squads/cb188c0c/2021-2022/Lille-Stats"
2022,"Lille","Ligue 1","opponent",26,38,14511,18332,79.2,260122,94606,6441,7368,87.4,6079,7108,85.5,1573,2892,54.4,24,24,28,0,319,1037,250,62,1476,"https://fbref.com/en/squads/cb188c0c/2021-2022/Lille-Stats"
2022,"Liverpool","Premier League","team",27,38,21163,25552,82.8,370621,127087,9420,10506,89.7,9245,10569,87.5,2000,3211,62.3,71,63.5,56.2,7.5,527,1878,511,92,2243,"https://fbref.com/en/squads/822bd0ba/2021-2022/Liverpool-Stats"
2022,"Liverpool","Premier League","opponent",27,38,11072,15214,72.8,197409,78984,5182,6086,85.1,4238,5248,80.8,1287,2809,45.8,18,27.5,24,-9.5,227,750,199,51,912,"https://fbref.com/en/squads/822bd0ba/2021-2022/Liverpool-Stats"
2022,"Lorient","Ligue 1","team",29,38,13156,16818,78.2,241458,86977,5597,6471,86.5,5492,6467,84.9,1630,2876,56.7,20,29.7,27.5,-9.7,321,998,218,76,1258,"https://fbref.com/en/squads/d2c87802/2021-2022/Lorient-Stats"
2022,"Lorient","Ligue 1","opponent",29,38,17424,21134,82.4,303557,106267,7964,8961,88.9,7033,8038,87.5,1787,2888,61.9,39,34.3,39.6,4.7,348,1296,289,94,1625,"https://fbref.com/en/squads/d2c87802/2021-2022/Lorient-Stats"
2022,"Lyon","Ligue 1","team",30,38,19787,23388,84.6,340268,116719,8987,9961,90.2,8403,9364,89.7,1780,2835,62.8,45,48.3,50.8,-3.3,422,1486,346,66,1756,"https://fbref.com/en/squads/d53c0b06/2021-2022/Lyon-Stats"
2022,"Lyon","Ligue 1","opponent",30,38,12959,16600,78.1,227412,89776,6027,6920,87.1,4967,5940,83.6,1446,2577,56.1,30,39.1,32.7,-9.1,342,984,256,70,1321,"https://fbref.com/en/squads/d53c0b06/2021-2022/Lyon-Stats"
2022,"Mainz 05","Bundesliga","team",28,34,10773,15000,71.8,190321,80921,4904,5893,83.2,4358,5557,78.4,1175,2534,46.4,36,36.4,35.9,-0.4,317,878,255,72,1178,"https://fbref.com/en/squads/a224b06a/2021-2022/Mainz-05-Stats"
2022,"Mainz 05","Bundesliga","opponent",28,34,13243,17406,76.1,242033,87903,5557,6563,84.7,5703,6833,83.5,1559,2925,53.3,32,29.4,31.4,2.6,269,900,215,63,1190,"https://fbref.com/en/squads/a224b06a/2021-2022/Mainz-05-Stats"
2022,"Mallorca","La Liga","team",33,38,11046,15023,73.5,194935,82006,5149,6054,85.1,4101,5153,79.6,1312,2691,48.8,23,25.7,28.3,-2.7,303,806,235,64,1129,"https://fbref.com/en/squads/2aa12281/2021-2022/Mallorca-Stats"
2022,"Mallorca","La Liga","opponent",33,38,14388,18463,77.9,256615,94635,6448,7397,87.2,5850,6917,84.6,1606,3001,53.5,40,33.8,36.9,6.2,329,1078,316,107,1379,"https://fbref.com/en/squads/2aa12281/2021-2022/Mallorca-Stats"
2022,"Manchester City","Premier League","team",26,38,24406,27902,87.5,412596,117964,11713,12605,92.9,10158,11162,91,1972,2895,68.1,63,65.5,57.1,-2.5,536,2110,535,74,2421,"https://fbref.com/en/squads/b8fd03ef/2021-2022/Manchester-City-Stats"
2022,"Manchester City","Premier League","opponent",26,38,9984,13251,75.3,181301,71712,4365,5046,86.5,4222,4971,84.9,1104,2399,46,23,19,17.4,4,182,590,151,35,757,"https://fbref.com/en/squads/b8fd03ef/2021-2022/Manchester-City-Stats"
2022,"Manchester Utd","Premier League","team",29,38,16690,20641,80.9,280259,93084,8162,9234,88.4,6398,7436,86,1548,2626,58.9,46,42.5,37.1,3.5,407,1315,312,65,1568,"https://fbref.com/en/squads/19538871/2021-2022/Manchester-United-Stats"
2022,"Manchester Utd","Premier League","opponent",29,38,15051,18933,79.5,256170,90545,7180,8073,88.9,6013,7001,85.9,1373,2712,50.6,41,39,33.8,2,367,1088,303,61,1404,"https://fbref.com/en/squads/19538871/2021-2022/Manchester-United-Stats"
2022,"Marseille","Ligue 1","team",27,38,21253,24524,86.7,361998,109449,9918,10745,92.3,8776,9635,91.1,1878,2900,64.8,40,41.1,41.7,-1.1,384,1547,336,59,1866,"https://fbref.com/en/squads/5725cc7b/2021-2022/Marseille-Stats"
2022,"Marseille","Ligue 1","opponent",27,38,12190,15309,79.6,218865,81172,5392,6100,88.4,5077,5854,86.7,1376,2495,55.2,27,28.6,27,-1.6,242,903,184,56,1122,"https://fbref.com/en/squads/5725cc7b/2021-2022/Marseille-Stats"
2022,"Metz","Ligue 1","team",36,38,12069,15688,76.9,222449,84751,5120,6014,85.1,5157,6079,84.8,1430,2715,52.7,24,21.5,21.1,2.5,275,818,126,49,1015,"https://fbref.com/en/squads/f83960ae/2021-2022/Metz-Stats"
2022,"Metz","Ligue 1","opponent",36,38,17036,21004,81.1,301122,109831,7473,8518,87.7,7165,8261,86.7,1797,2911,61.7,50,45.2,46,4.8,418,1339,335,78,1742,"https://fbref.com/en/squads/f83960ae/2021-2022/Metz-Stats"
2022,"Milan","Serie A","team",28,38,15719,19320,81.4,283818,100443,6814,7777,87.6,6719,7647,87.9,1787,2874,62.2,39,42.8,40.4,-3.8,436,1202,371,95,1486,"https://fbref.com/en/squads/dc56fe14/2021-2022/Milan-Stats"
2022,"Milan","Serie A","opponent",28,38,12864,16396,78.5,229255,94501,5935,6808,87.2,5054,6043,83.6,1490,2558,58.2,19,25.7,23.4,-6.7,305,985,229,62,1298,"https://fbref.com/en/squads/dc56fe14/2021-2022/Milan-Stats"
2022,"Monaco","Ligue 1","team",27,38,16300,20559,79.3,293011,105287,6964,8024,86.8,7227,8416,85.9,1702,3045,55.9,45,44.1,48.9,0.9,348,1387,393,82,1871,"https://fbref.com/en/squads/fd6114db/2021-2022/Monaco-Stats"
2022,"Monaco","Ligue 1","opponent",27,38,13722,17624,77.9,247349,93984,6079,7035,86.4,5579,6605,84.5,1617,2977,54.3,25,26.2,26,-1.2,304,936,232,72,1253,"https://fbref.com/en/squads/fd6114db/2021-2022/Monaco-Stats"
2022,"Montpellier","Ligue 1","team",27,38,13951,17804,78.4,246694,95721,6234,7133,87.4,5560,6581,84.5,1585,2917,54.3,31,28.6,28.5,2.4,290,957,239,70,1282,"https://fbref.com/en/squads/281b0e73/2021-2022/Montpellier-Stats"
2022,"Montpellier","Ligue 1","opponent",27,38,15556,19274,80.7,275094,100523,7168,8076,88.8,6199,7283,85.1,1711,2894,59.1,41,43.5,40.6,-2.5,469,1327,335,87,1660,"https://fbref.com/en/squads/281b0e73/2021-2022/Montpellier-Stats"
2022,"Nantes","Ligue 1","team",26,38,12580,16481,76.3,232016,88021,5386,6257,86.1,5234,6315,82.9,1572,2976,52.8,37,34.7,30.4,2.3,327,1086,204,76,1330,"https://fbref.com/en/squads/d7a486cd/2021-2022/Nantes-Stats"
2022,"Nantes","Ligue 1","opponent",26,38,17497,21387,81.8,300513,108219,8106,9122,88.9,7238,8330,86.9,1610,2792,57.7,34,35,35.4,-1,334,1307,314,73,1707,"https://fbref.com/en/squads/d7a486cd/2021-2022/Nantes-Stats"
2022,"Napoli","Serie A","team",27,38,19572,22921,85.4,313472,105507,10332,11215,92.1,6928,7820,88.6,1611,2509,64.2,46,37.1,37,8.9,450,1389,366,57,1665,"https://fbref.com/en/squads/d48ad4ff/2021-2022/Napoli-Stats"
2022,"Napoli","Serie A","opponent",27,38,12959,16201,80,232814,87453,5743,6523,88,5501,6279,87.6,1392,2506,55.5,19,25.2,25.6,-6.2,311,989,259,61,1254,"https://fbref.com/en/squads/d48ad4ff/2021-2022/Napoli-Stats"
2022,"Newcastle Utd","Premier League","team",29,38,10201,14036,72.7,188373,77685,4545,5432,83.7,3917,4880,80.3,1343,2746,48.9,23,25.8,23.3,-2.8,308,791,193,55,923,"https://fbref.com/en/squads/b2b47a98/2021-2022/Newcastle-United-Stats"
2022,"Newcastle Utd","Premier League","opponent",29,38,17236,21214,81.2,291031,95996,8392,9334,89.9,6907,8022,86.1,1472,2768,53.2,43,42.7,36,0.3,398,1419,330,60,1725,"https://fbref.com/en/squads/b2b47a98/2021-2022/Newcastle-United-Stats"
2022,"Nice","Ligue 1","team",27,38,16159,19832,81.5,281750,98166,7356,8328,88.3,6858,7835,87.5,1515,2645,57.3,35,39,39.8,-4,334,1151,261,102,1474,"https://fbref.com/en/squads/132ebc33/2021-2022/Nice-Stats"
2022,"Nice","Ligue 1","opponent",27,38,15122,18844,80.2,275031,95542,6434,7302,88.1,6488,7439,87.2,1759,3057,57.5,24,29.8,31.8,-5.8,309,1144,264,80,1396,"https://fbref.com/en/squads/132ebc33/2021-2022/Nice-Stats"
2022,"Norwich City","Premier League","team",28,38,12164,16070,75.7,217007,80065,5578,6484,86,4912,5949,82.6,1369,2757,49.7,16,24.3,23.7,-8.3,264,739,226,46,1031,"https://fbref.com/en/squads/1c781004/2021-2022/Norwich-City-Stats"
2022,"Norwich City","Premier League","opponent",28,38,17698,21657,81.7,302423,101969,8331,9312,89.5,7126,8252,86.4,1671,2885,57.9,57,54.4,43.7,2.6,468,1508,392,82,1773,"https://fbref.com/en/squads/1c781004/2021-2022/Norwich-City-Stats"
2022,"Osasuna","La Liga","team",29,38,11904,16522,72,228055,96276,5076,6144,82.6,4756,6063,78.4,1702,3278,51.9,23,22.9,27.6,0.1,297,1099,298,124,1328,"https://fbref.com/en/squads/03c57e2b/2021-2022/Osasuna-Stats"
2022,"Osasuna","La Liga","opponent",29,38,14630,19149,76.4,258592,91704,6586,7550,87.2,5894,7112,82.9,1602,3263,49.1,37,32.5,31,4.5,335,1016,271,70,1330,"https://fbref.com/en/squads/03c57e2b/2021-2022/Osasuna-Stats"
